Entrega;Destinatario mcía.;Nombre destinatario de mercancías;Documento compras;Material;Descripción de posición;Posición;Cantidad entrega;Un.medida venta;Fe.prefer.entrega;Peso total;Unidad de peso;Volumen;Unidad de volumen;Fecha de creación de entrega;Estado de picking;Fecha de picking;Modificado el;Grupo;Fecha de creación;Creado por;Descripción;Fe.mov.mcía.real;Organización ventas;Categoría posición;Lote;Almacén;Centro;Prioridad de entrega;Estado de picking
8600007139;9000000025;00223 Comp Amb Santa Fe;1600007319;9102;CONTAINER OFICINA 6 MTS;11;1;UN;31/10/2025;1;KG;0;DM3;31/10/2025;C;31/10/2025;;;;ACEJAS;;31/10/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007138;9000000025;00223 Comp Amb Santa Fe;1600007318;3903;BALDE ROQUERO CATERPILLAR;11;1;UN;31/10/2025;1;KG;0;DM3;31/10/2025;C;31/10/2025;;;;ACEJAS;;31/10/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007138;9000000025;00223 Comp Amb Santa Fe;1600007318;4112;EXCAVADORA CAT 320 D2L;21;1;UN;31/10/2025;1;KG;0;DM3;31/10/2025;C;31/10/2025;;;;ACEJAS;;31/10/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007137;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007317;8403;CARRETON RANDON SR-CT-03;11;1;UN;31/10/2025;1;KG;0;DM3;31/10/2025;C;31/10/2025;;;;LAREVALO;;31/10/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600007136;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007315;8001;CAMION TRACTOR VOLVO FH 540 6X4 T;11;1;UN;31/10/2025;9.300;KG;0;DM3;31/10/2025;C;31/10/2025;;;;LAREVALO;;31/10/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600007131;9000000120;00368-YPF Acueducto TBH;1600007260;1013247;VIBRADOR HB0 EXPLOSION 600000531;11;1;UN;22/10/2025;0;KG;0;DM3;31/10/2025;C;22/10/2025;;;;JMORENO;;31/10/2025;MLAP;ZDEQ;0000092596;MR02;MR01;2;C
8600007130;9000000120;00368-YPF Acueducto TBH;1600007261;1013159;ASERRADORA DE PAVIMENTO 600000052;11;1;UN;22/10/2025;0;KG;0;DM3;31/10/2025;C;22/10/2025;;;;JMORENO;;31/10/2025;MLAP;ZDEQ;0000094693;MR02;MR01;1;C
8600007129;9000000120;00368-YPF Acueducto TBH;1600007259;1013159;ASERRADORA DE PAVIMENTO EXPL 600000051;11;1;UN;22/10/2025;0;KG;0;DM3;31/10/2025;C;22/10/2025;;;;JMORENO;;31/10/2025;MLAP;ZDEQ;LOTEINICIA;MR02;MR01;1;C
8600007116;9000000025;00223 Comp Amb Santa Fe;1600007296;8712;TOYOTA HILUX CD SR 2.8 TDI 6 M/T 4X4;11;1;UN;29/10/2025;1;KG;0;DM3;29/10/2025;C;29/10/2025;;;;ACEJAS;;29/10/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007111;9000000120;00368-YPF Acueducto TBH;1600007291;8712;TOYOTA HILUX CD SR 2.8 TDI 6 M/T 4X4;11;1;UN;25/10/2025;1;KG;0;DM3;28/10/2025;C;25/10/2025;;;;LAREVALO;;25/10/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600007107;9000000120;00368-YPF Acueducto TBH;1600007287;6719;GRUPO ELECTROGENO ONAN CUMMINS C44D5;11;1;UN;25/10/2025;1;KG;0;DM3;27/10/2025;C;25/10/2025;;;;LMANSILLA;;25/10/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007104;9000000120;00368-YPF Acueducto TBH;1600007284;3954;BALDE CRIBADOR;11;1;UN;25/10/2025;1;KG;0;DM3;27/10/2025;C;25/10/2025;;;;LMANSILLA;;25/10/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007103;9000000120;00368-YPF Acueducto TBH;1600007283;5501;BALDE VOLCADOR PARA HORMIGON CAPACHO;11;1;UN;25/10/2025;1;KG;0;DM3;27/10/2025;C;25/10/2025;;;;LMANSILLA;;25/10/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007102;9000000120;00368-YPF Acueducto TBH;1600007282;9103;CONTAINER SANITARIO 6 MTS;11;1;UN;25/10/2025;1;KG;0;DM3;27/10/2025;C;25/10/2025;;;;LMANSILLA;;25/10/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007100;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007278;1013217;PLACA COMPACTADORA EXPLOSION 6000000482;11;1;UN;27/10/2025;1;KG;0;DM3;25/10/2025;C;27/10/2025;4/11/2025;;;ARIVERO;;4/11/2025;MLAP;ZDEQ;0000089613;MR07;MR01;0;C
8600007100;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007278;1013217;PLACA COMPACTADORA EXPLOSION 6000000483;21;1;UN;27/10/2025;1;KG;0;DM3;25/10/2025;C;27/10/2025;4/11/2025;;;ARIVERO;;4/11/2025;MLAP;ZDEQ;0000089613;MR07;MR01;0;C
8600007100;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007278;1013248;VIBROAPISONADOR A EXPLOSION 600000514;31;1;UN;27/10/2025;1;KG;0;DM3;25/10/2025;C;27/10/2025;4/11/2025;;;ARIVERO;;4/11/2025;MLAP;ZDEQ;342A;MR07;MR01;0;C
8600007099;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007277;1013248;VIBROAPISONADOR A EXPLOSION 100003476;11;1;UN;27/10/2025;1;KG;0;DM3;25/10/2025;C;27/10/2025;4/11/2025;;;ARIVERO;;4/11/2025;MLAP;ZDEQ;LOTEINICIA;MR07;MR01;0;C
8600007087;9000000033;00341 Mov. Suelos San Luis;1600007265;1013284;ANEMOMETRO 600004701;11;1;UN;23/10/2025;1;KG;0;DM3;23/10/2025;C;23/10/2025;23/10/2025;;;MALCARAZ;;23/10/2025;MLAP;ZDEQ;0000075479;MR02;MR01;0;C
8600007080;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007257;6726;GRUPO ELECTROGENO ONAN CUMMINS C150D5;11;1;UN;17/10/2025;1;KG;0;DM3;22/10/2025;C;1/10/2025;;;;LAREVALO;;17/10/2025;MMAP;ZDEQ;;MM05;MM01;0;C
8600007065;9000000025;00223 Comp Amb Santa Fe;1600007242;1013240;TERMOMETRO DIGITAL;11;1;UN;17/10/2025;1;KG;0;DM3;17/10/2025;C;17/10/2025;22/10/2025;;;PBASILIO;;22/10/2025;MLAP;ZDEQ;LOTEINICIA;MR02;MR01;0;C
8600007064;9000000025;00223 Comp Amb Santa Fe;1600007241;1013176;CALEFACTOR A EXPLOSION 600000195;11;1;UN;17/10/2025;1;KG;0;DM3;17/10/2025;C;17/10/2025;22/10/2025;;;PBASILIO;;22/10/2025;MLAP;ZDEQ;0000098344;MR04;MR01;0;C
8600007062;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007239;3935;BALDE KOMATSU;11;1;UN;14/10/2025;1;KG;0;DM3;17/10/2025;C;14/10/2025;;;;LAREVALO;;14/10/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600007059;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007236;8118;CAMION VOLCADOR ASTRA HD9 8X4 (22MTS3);11;1;UN;14/10/2025;1;KG;0;DM3;15/10/2025;C;15/10/2025;;;;LAREVALO;;15/10/2025;MMAP;ZDEQ;;MM05;MM01;0;C
8600007053;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007228;8403;CARRETON RANDON SR-CT-03;11;1;UN;13/10/2025;1;KG;0;DM3;14/10/2025;C;13/10/2025;;;;LAREVALO;;13/10/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600007051;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007226;8001;CAMION TRACTOR VOLVO FH 540 6X4 T;11;1;UN;13/10/2025;1;KG;0;DM3;14/10/2025;C;13/10/2025;;;;LAREVALO;;13/10/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600007042;9000000120;00368-YPF Acueducto TBH;1600007179;1013159;ASERRADORA DE PAVIMENTO EXPL 600000053;11;1;UN;30/9/2025;0;KG;0;DM3;13/10/2025;C;13/10/2025;;;;JMORENO;;13/10/2025;MLAP;ZDEQ;0000118658;MR07;MR01;1;C
8600007041;9000000120;00368-YPF Acueducto TBH;1600007181;1013287;DETECTOR 600004714;11;1;UN;30/9/2025;0;KG;0;DM3;13/10/2025;C;13/10/2025;;;;JMORENO;;13/10/2025;MLAP;ZDEQ;0000063467;MR07;MR01;1;C
8600007040;9000000120;00368-YPF Acueducto TBH;1600007180;1013248;VIBROAPISONADOR A EXPLOSION 600000493;11;1;UN;30/9/2025;0;KG;0;DM3;13/10/2025;C;13/10/2025;;;;JMORENO;;13/10/2025;MLAP;ZDEQ;LOTEINICIA;MR07;MR01;1;C
8600007039;9000000120;00368-YPF Acueducto TBH;1600007182;1013207;"MOTOBOMBA 4"" 600000336";11;1;UN;1/10/2025;0;KG;0;DM3;13/10/2025;C;13/10/2025;;;;JMORENO;;13/10/2025;MLAP;ZDEQ;0000075970;MR07;MR01;1;C
8600007039;9000000120;00368-YPF Acueducto TBH;1600007182;1013207;"MOTOBOMBA 4"" 600002337";21;1;UN;1/10/2025;0;KG;0;DM3;13/10/2025;C;13/10/2025;;;;JMORENO;;13/10/2025;MLAP;ZDEQ;0000075970;MR07;MR01;1;C
8600007036;9000000023;00314 CASA Olavarría;1600007214;3922;BALDE VOLVO;11;1;UN;8/10/2025;1;KG;0;DM3;9/10/2025;C;8/10/2025;;;;ACEJAS;;8/10/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007035;9000000120;00368-YPF Acueducto TBH;1600007213;3903;BALDE ROQUERO CATERPILLAR;11;1;UN;30/9/2025;1;KG;0;DM3;9/10/2025;C;30/9/2025;;;;ACEJAS;;30/9/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007034;9000000120;00368-YPF Acueducto TBH;1600007212;4112;EXCAVADORA CAT 320 D2L;11;1;UN;30/10/2025;1;KG;0;DM3;9/10/2025;C;30/9/2025;;;;ACEJAS;;30/9/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007033;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007211;8609;TOYOTA HILUX CABINA DOBLE DX 2.5 TDI 4X2;11;1;UN;7/10/2025;1;KG;0;DM3;9/10/2025;C;7/10/2025;;;;LAREVALO;;7/10/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600007025;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007203;8015;CAMION TRACTOR SCANIA G410;11;1;UN;6/10/2025;1;KG;0;DM3;6/10/2025;C;6/10/2025;;;;LAREVALO;;6/10/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600007025;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007203;8403;CARRETON RANDON SR-CT-03;21;1;UN;6/10/2025;1;KG;0;DM3;6/10/2025;C;6/10/2025;;;;LAREVALO;;6/10/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600007020;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007198;8113;CAMION VOLCADOR VOL FM 460 6X4 (17 MTS3);11;1;UN;2/10/2025;1;KG;0;DM3;6/10/2025;C;2/10/2025;;;;LAREVALO;;2/10/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600007009;9000000120;00368-YPF Acueducto TBH;1600007186;3931;GUINDOLA HAULOTTE M2;11;1;UN;31/8/2025;1;KG;0;DM3;1/10/2025;C;31/8/2025;1/10/2025;;;LMANSILLA;;1/9/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600007003;9000000025;00223 Comp Amb Santa Fe;1600007176;3310;COMPACTADOR BOMAG BW 219 PDH-4;11;1;UN;26/9/2025;1;KG;0;DM3;29/9/2025;C;26/9/2025;;;;ACEJAS;;26/9/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006998;9000000120;00368-YPF Acueducto TBH;1600007172;3910;BALDE RETRO JD 310;11;1;UN;23/9/2025;1;KG;0;DM3;29/9/2025;C;23/9/2025;;;;LAREVALO;;23/9/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006997;9000000120;00368-YPF Acueducto TBH;1600007171;3905;BALDE ROQUERO HEAVY DUTZ;11;1;UN;23/9/2025;1;KG;0;DM3;29/9/2025;C;23/9/2025;;;;LAREVALO;;23/9/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006996;9000000120;00368-YPF Acueducto TBH;1600007170;3901;BALDE ROQUERO MILICIC;11;1;UN;23/9/2025;1;KG;0;DM3;29/9/2025;C;23/9/2025;;;;LAREVALO;;23/9/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006995;9000000120;00368-YPF Acueducto TBH;1600007169;3319;COMPACTADOR BOMAG 100 AD-5;11;1;UN;17/9/2025;1;KG;0;DM3;29/9/2025;C;17/9/2025;;;;LAREVALO;;17/9/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006989;9000000120;00368-YPF Acueducto TBH;1600007162;1013260;DETECTOR DE CAÑERIAS 600000831;11;1;UN;25/9/2025;1;KG;0;DM3;25/9/2025;C;25/9/2025;;;;JMORENO;;25/9/2025;MLAP;ZDEQ;9300;MR02;MR01;0;C
8600006978;9000000033;00341 Mov. Suelos San Luis;1600007151;3922;BALDE VOLVO;11;1;UN;19/9/2025;1;KG;0;DM3;22/9/2025;C;19/9/2025;;;;ACEJAS;;19/9/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006977;9000000033;00341 Mov. Suelos San Luis;1600007150;6716;TORRE DE ILUMINACION WAKER NEUSON LTN 6L;11;1;UN;19/9/2025;1;KG;0;DM3;22/9/2025;C;19/9/2025;;;;ACEJAS;;19/9/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006954;9000000025;00223 Comp Amb Santa Fe;1600007127;8610;VOLKSWAGEN AMAROK 2.0L TDI 180 CV 4X2;11;1;UN;17/9/2025;1;KG;0;DM3;18/9/2025;C;17/9/2025;;;;ACEJAS;;17/9/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006914;9000000023;00314 CASA Olavarría;1600007074;1013219;RADIO BASE;41;1;UN;9/9/2025;1;KG;0;DM3;9/9/2025;C;9/9/2025;;;;JMORENO;;9/9/2025;MLAP;ZDEQ;R3-388;MR02;MR01;0;C
8600006909;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600007069;8712;TOYOTA HILUX CD SR 2.8 TDI 6 M/T 4X4;11;1;UN;4/9/2025;1;KG;0;DM3;8/9/2025;C;4/9/2025;;;;LAREVALO;;4/9/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006861;9000000120;00368-YPF Acueducto TBH;1600007022;1013248;VIBROAPISONADOR A EXPLOSION 600000491;11;1;UN;13/9/2025;1;KG;0;DM3;28/8/2025;C;28/8/2025;29/9/2025;;;MFALERO;;29/9/2025;MLAP;ZDEQ;LOTEINICIA;MR07;MR01;0;C
8600006861;9000000120;00368-YPF Acueducto TBH;1600007022;1013248;VIBROAPISONADOR A EXPLOSION 600000519;21;1;UN;13/9/2025;1;KG;0;DM3;28/8/2025;C;28/8/2025;29/9/2025;;;MFALERO;;29/9/2025;MLAP;ZDEQ;342A;MR07;MR01;0;C
8600006858;9000000120;00368-YPF Acueducto TBH;1600007019;1013248;VIBROAPISONADOR A EXPLOSION 600000521;11;1;UN;13/9/2025;1;KG;0;DM3;27/8/2025;C;27/8/2025;27/8/2025;;;MFALERO;;27/8/2025;MLAP;ZDEQ;342A;MR07;MR01;0;C
8600006857;9000000120;00368-YPF Acueducto TBH;1600007018;1013248;VIBROAPISONADOR A EXPLOSION 600000517;11;1;UN;13/9/2025;1;KG;0;DM3;27/8/2025;C;27/8/2025;27/8/2025;;;MFALERO;;27/8/2025;MLAP;ZDEQ;342A;MR07;MR01;0;C
8600006853;9000000025;00223 Comp Amb Santa Fe;1600007014;8203;TRACTOR JD 6615 DT;11;1;UN;25/8/2025;1;KG;0;DM3;26/8/2025;C;25/8/2025;;;;ACEJAS;;25/8/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006844;9000000023;00314 CASA Olavarría;1600007005;8704;TOYOTA HILUX CABINA DOBLE 3.0 TDI 4X4;11;1;UN;14/8/2025;1;KG;0;DM3;16/8/2025;C;14/8/2025;;;;ACEJAS;;14/8/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006818;9000000023;00314 CASA Olavarría;1600006979;8113;CAMION VOLCADOR VOL FM 460 6X4 (17 MTS3);11;1;UN;6/8/2025;1;KG;0;DM3;6/8/2025;C;6/8/2025;;;;ACEJAS;;6/8/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006803;9000000025;00223 Comp Amb Santa Fe;1600006964;4618;CARGADOR FRONTAL JD 624K;11;1;UN;26/7/2025;1;KG;0;DM3;2/8/2025;C;26/7/2025;;;;ACEJAS;;26/7/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006797;9000000025;00223 Comp Amb Santa Fe;1600006958;3313;COMPACTADOR CAT 825 C;11;1;UN;30/7/2025;1;KG;0;DM3;31/7/2025;C;30/7/2025;;;;ACEJAS;;30/7/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006794;9000000033;00341 Mov. Suelos San Luis;1600006955;8114;CAMION VOLCADOR VOL VM 330 6X4 (17MTS3);11;1;UN;30/7/2025;1;KG;0;DM3;31/7/2025;C;30/7/2025;;;;ACEJAS;;30/7/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006784;9000000120;00368-YPF Acueducto TBH;1600006945;6103;MOTOSOLDADORA LINCOLN VANTAGE 500;11;1;UN;24/7/2025;1;KG;0;DM3;25/7/2025;C;24/7/2025;;;;LAREVALO;;24/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006781;9000000120;00368-YPF Acueducto TBH;1600006943;3903;BALDE ROQUERO CATERPILLAR;11;1;UN;18/7/2025;1;KG;0;DM3;23/7/2025;C;18/7/2025;;;;LMANSILLA;;18/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006780;9000000120;00368-YPF Acueducto TBH;1600006942;4112;EXCAVADORA CAT 320 D2L;11;1;UN;18/7/2025;1;KG;0;DM3;23/7/2025;C;18/7/2025;;;;LMANSILLA;;18/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006779;9000000033;00341 Mov. Suelos San Luis;1600006941;7809;CAMION REGADOR VW 31-320 6X4;11;1;UN;22/7/2025;1;KG;0;DM3;23/7/2025;C;22/7/2025;;;;ACEJAS;;22/7/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006778;9000000120;00368-YPF Acueducto TBH;1600006940;1013232;SOLDADORA ELECTRICA 600000912;11;1;UN;5/8/2025;1;KG;0;DM3;23/7/2025;C;23/7/2025;;;;MFALERO;;;MLAP;ZDEQ;33345R;MR04;MR01;0;C
8600006769;9000000120;00368-YPF Acueducto TBH;1600006931;8001;CAMION TRACTOR VOLVO FH 540 6X4 T;11;1;UN;19/7/2025;1;KG;0;DM3;21/7/2025;C;21/7/2025;;;;LAREVALO;;19/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006769;9000000120;00368-YPF Acueducto TBH;1600006931;8403;CARRETON RANDON SR-CT-03;21;1;UN;19/7/2025;1;KG;0;DM3;21/7/2025;C;21/7/2025;;;;LAREVALO;;19/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006758;9000000120;00368-YPF Acueducto TBH;1600006920;8001;CAMION TRACTOR VOLVO FH 540 6X4 T;11;1;UN;14/7/2025;1;KG;0;DM3;15/7/2025;C;14/7/2025;;;;LMANSILLA;;14/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006758;9000000120;00368-YPF Acueducto TBH;1600006920;8403;CARRETON RANDON SR-CT-03;21;1;UN;14/7/2025;1;KG;0;DM3;15/7/2025;C;14/7/2025;;;;LMANSILLA;;14/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006757;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600006919;8001;CAMION TRACTOR VOLVO FH 540 6X4 T;11;1;UN;5/7/2025;0;KG;0;DM3;15/7/2025;C;5/7/2025;;;;LMANSILLA;;5/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006757;9000000151;0376 VELADERO FASE 8B /SAN JUAN;1600006919;8403;CARRETON RANDON SR-CT-03;21;1;UN;5/7/2025;0;KG;0;DM3;15/7/2025;C;5/7/2025;;;;LMANSILLA;;5/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006755;9000000120;00368-YPF Acueducto TBH;1600006916;3935;BALDE KOMATSU;11;1;UN;14/7/2025;1;KG;0;DM3;15/7/2025;C;14/7/2025;;;;LAREVALO;;14/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006754;9000000120;00368-YPF Acueducto TBH;1600006915;4117;"EXCAVADORA KOMATSU PC 240 LC-8 &#160;&#1";11;1;UN;14/7/2025;1;KG;0;DM3;15/7/2025;C;14/7/2025;;;;LAREVALO;;14/7/2025;MLAP;ZDEQ;;MR07;MR01;0;C
8600006740;9000000025;00223 Comp Amb Santa Fe;1600006901;8610;VOLKSWAGEN AMAROK 2.0L TDI 180 CV 4X2;11;1;UN;4/7/2025;1;KG;0;DM3;8/7/2025;C;4/7/2025;;;;ACEJAS;;4/7/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006737;9000000023;00314 CASA Olavarría;1600006898;4610;CARGADOR FRONTAL JD 644K;11;1;UN;2/7/2025;1;KG;0;DM3;4/7/2025;C;2/7/2025;;;;ACEJAS;;2/7/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006734;9000000120;00368-YPF Acueducto TBH;1600006896;3314;COMPACTADOR BOMAG BW 211 D-40;11;1;UN;1/7/2025;1;KG;0;DM3;3/7/2025;C;1/7/2025;;;;ACEJAS;;1/7/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006708;9000000023;00314 CASA Olavarría;1600006868;8704;TOYOTA HILUX CABINA DOBLE 3.0 TDI 4X4;11;1;UN;23/6/2025;1;KG;0;DM3;26/6/2025;C;23/6/2025;;;;LMANSILLA;;23/6/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006704;9000000120;00368-YPF Acueducto TBH;1600006864;1013206;"MOTOBOMBA 3"" 600000655";131;1;UN;25/6/2025;1;KG;0;DM3;25/6/2025;C;25/6/2025;;;;JMORENO;;25/6/2025;MLAP;ZDEQ;4599R1;MR02;MR01;0;C
8600006704;9000000120;00368-YPF Acueducto TBH;1600006864;1013206;"MOTOBOMBA 3"" 600000662";141;1;UN;25/6/2025;1;KG;0;DM3;25/6/2025;C;25/6/2025;;;;JMORENO;;25/6/2025;MLAP;ZDEQ;0000005331;MR02;MR01;0;C
8600006701;9000000120;00368-YPF Acueducto TBH;1600006861;1013295;GPS CON ACCESORIOS 600000963;11;1;UN;25/6/2025;1;KG;0;DM3;25/6/2025;C;25/6/2025;;;;JMORENO;;25/6/2025;MLAP;ZDEQ;LOTEINICIA;MR02;MR01;0;C
8600006686;9000000033;00341 Mov. Suelos San Luis;1600006848;8712;TOYOTA HILUX CD SR 2.8 TDI 6 M/T 4X4;11;1;UN;18/6/2025;1;KG;0;DM3;20/6/2025;C;18/6/2025;;;;ACEJAS;;18/6/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006665;9000000023;00314 CASA Olavarría;1600006822;1013181;COMPRESOR DE AIRE ELECTRICO 600000205;11;1;UN;20/6/2025;1;KG;0;DM3;13/6/2025;C;13/6/2025;25/6/2025;;;BDEGENHART;;25/6/2025;MLAP;ZDEQ;LOTEINICIA;MR02;MR01;0;C
8600006661;9000000023;00314 CASA Olavarría;1600006818;1013232;SOLDADORA ELECTRICA;11;1;UN;19/6/2025;1;KG;0;DM3;12/6/2025;C;12/6/2025;25/6/2025;;;ANAVARRO;;25/6/2025;MLAP;ZDEQ;LOTEINICIA;MR02;MR01;0;C
8600006626;9000000033;00341 Mov. Suelos San Luis;1600006783;3922;BALDE VOLVO;11;1;UN;2/6/2025;1;KG;0;DM3;5/6/2025;C;2/6/2025;;;;ACEJAS;;2/6/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006625;9000000033;00341 Mov. Suelos San Luis;1600006782;3922;BALDE VOLVO;11;1;UN;2/6/2025;1;KG;0;DM3;5/6/2025;C;2/6/2025;;;;ACEJAS;;2/6/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006623;9000000120;00368-YPF Acueducto TBH;1600006780;4117;"EXCAVADORA KOMATSU PC 240 LC-8 &#160;&#1";11;1;UN;26/5/2025;1;KG;0;DM3;4/6/2025;C;26/5/2025;;;;ACEJAS;;26/5/2025;MLAP;ZDEQ;;MR06;MR01;0;C
8600006623;9000000120;00368-YPF Acueducto TBH;1600006780;3935;BALDE KOMATSU;21;1;UN;26/5/2025;1;KG;0;DM3;4/6/2025;C;26/5/2025;;;;ACEJAS;;26/5/2025;MLAP;ZDEQ;;MR06;MR01;0;C
8600006570;9000000023;00314 CASA Olavarría;1600006729;4704;MOTONIVELADORA CAT 140 K;11;1;UN;27/5/2025;1;KG;0;DM3;28/5/2025;C;27/5/2025;;;;ACEJAS;;27/5/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006546;9000000025;00223 Comp Amb Santa Fe;1600006701;8113;CAMION VOLCADOR VOL FM 460 6X4 (17 MTS3);11;1;UN;27/4/2025;1;KG;0;DM3;23/5/2025;C;27/4/2025;;;;ACEJAS;;27/4/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006540;9000000023;00314 CASA Olavarría;1600006695;3922;BALDE VOLVO;11;1;UN;20/5/2025;1;KG;0;DM3;22/5/2025;C;20/5/2025;;;;ACEJAS;;20/5/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006539;9000000023;00314 CASA Olavarría;1600006694;3922;BALDE VOLVO;11;1;UN;20/5/2025;1;KG;0;DM3;22/5/2025;C;20/5/2025;;;;ACEJAS;;20/5/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006534;9000000023;00314 CASA Olavarría;1600006689;3922;BALDE VOLVO;11;1;UN;16/5/2025;1;KG;0;DM3;21/5/2025;C;16/5/2025;;;;LMANSILLA;;16/5/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006510;9000000023;00314 CASA Olavarría;1600006665;3939;BALDE HITACHI;11;1;UN;14/5/2025;1;KG;0;DM3;16/5/2025;C;14/5/2025;;;;ACEJAS;;14/5/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006499;9000000120;00368-YPF Acueducto TBH;1600006655;8417;"CARROS DE BAJADA VIETZ 6-24""";11;1;UN;8/5/2025;1;KG;0;DM3;13/5/2025;C;8/5/2025;;;;LMANSILLA;;8/5/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006499;9000000120;00368-YPF Acueducto TBH;1600006655;8417;"CARROS DE BAJADA VIETZ 6-24""";21;1;UN;8/5/2025;1;KG;0;DM3;13/5/2025;C;8/5/2025;;;;LMANSILLA;;8/5/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006499;9000000120;00368-YPF Acueducto TBH;1600006655;8417;"CARROS DE BAJADA VIETZ 6-24""";31;1;UN;8/5/2025;1;KG;0;DM3;13/5/2025;C;8/5/2025;;;;LMANSILLA;;8/5/2025;MLAP;ZDEQ;;MR05;MR01;0;C
8600006499;9000000120;00368-YPF Acueducto TBH;1600006655;8417;"CARROS DE BAJADA VIETZ 6-24""";41;1;UN;8/5/2025;1;KG;0;DM3;13/5/2025;C;8/5/2025;;;;LMANSILLA;;8/5/2025;MLAP;ZDEQ;;MR05;MR01;0;C
